scenario,metric,direction_better,n_paired_replications,fixed_mean,smart_mean,beneficial_difference,beneficial_difference_ci95_low,beneficial_difference_ci95_high,beneficial_change_pct_vs_fixed,paired_sign_flip_p,paired_difference_shapiro_p,unit
abrupt_behavior_change,routing_fallbacks_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
abrupt_behavior_change,uncollected_kg_at_horizon,lower,2,12801.307817110564,11515.25561190104,1286.0522052095248,399.2361833021274,2172.8682271169223,10.046256394917352,0.5038,,kg
abrupt_behavior_change,unfinished_trip_count,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
combined_demand_operational_stress,overflow_incidents,lower,2,139.0,53.0,86.0,-15.649637889397553,187.64963788939755,61.8705035971223,0.4965,,count
combined_demand_operational_stress,overflow_bin_hours,lower,2,3458.5,835.0,2623.5,-788.1159716629049,6035.1159716629045,75.85658522480844,0.50075,,bin-hours
combined_demand_operational_stress,overflow_spilled_kg,lower,2,24653.096508740644,5387.381733128347,19265.714775612294,-5972.953425117401,44504.38297634199,78.14724113371203,0.50525,,kg
combined_demand_operational_stress,distance_km,lower,2,734.7434999999994,1934.4384999999997,-1199.6950000000002,-1530.9965822910026,-868.3934177089977,-163.28079118767315,0.50505,,km
combined_demand_operational_stress,travel_time_hours,lower,2,33.92789062500003,73.86290812499999,-39.93501749999997,-49.18690547522027,-30.683129524779673,-117.70557132889819,0.4941,,hours
combined_demand_operational_stress,service_time_hours,lower,2,50.599999999999866,64.33333333333319,-13.733333333333327,-34.063260911213305,6.596594244546651,-27.140974967061986,0.50235,,hours
combined_demand_operational_stress,depot_unloading_time_hours,lower,2,10.5,29.333333333333297,-18.833333333333297,-25.1864357014206,-12.480230965245996,-179.365079365079,0.5065,,hours
combined_demand_operational_stress,turnaround_time_hours,lower,2,2.25,0.0,2.25,-0.9265511840436704,5.426551184043671,100.0,0.4944,,hours
combined_demand_operational_stress,idling_time_hours,lower,2,61.099999999999866,93.66666666666649,-32.56666666666662,-59.249696612634,-5.883636720699247,-53.30060010911079,0.4988,,hours
